哀川翔,4.264026191879611e-07
相葉雅紀,3.6840942399174273e-07
青木崇高,1.4152317418960813e-10
青柳翔,2.8349013875740385e-09
明石家さんま,8.480238032417175e-07
赤楚衛二,7.663741517837523e-09
秋山竜次,3.5987727723015234e-08
浅野忠信,1.0167821920899048e-07
浅利陽介,1.2581829855735235e-08
厚切りジェイソン,0.0
あばれる君,0.0
阿部サダヲ,6.506267657992487e-07
阿部寛,1.1044736842654392e-07
天野ひろゆき,1.8866595494103025e-07
綾野剛,4.1284088951154223e-07
荒川良々,0.0
荒木飛羽,0.0
新田真剣佑,2.175723991683244e-08
有岡大貴,4.848111311238933e-07
有田哲平,3.2195311621144914e-07
有吉弘行,6.226955118532917e-07
飯尾和樹,1.0243047261452307e-07
井浦新,1.4074780999551838e-07
生田斗真,1.069655696361985e-07
池松壮亮,1.3895834999464473e-07
伊沢拓司,0.0
石塚英彦,1.2982945333498532e-08
石橋貴明,2.747108867463129e-07
石原良純,9.387586974094055e-08
石丸幹二,1.2947379489863154e-09
伊集院光,1.0391964827379093e-07
泉澤祐希,0.0
磯村勇斗,5.025957273423465e-08
板尾創路,1.0195925577096886e-07
板垣瑞生,1.7154537817852698e-07
板垣李光人,4.615023235326687e-09
市川猿之助_(4代目),3.231104850729197e-08
市川染五郎_(8代目),1.2221786592684835e-08
市川團十郎_(13代目),1.4038751835808654e-07
一ノ瀬颯,0.0
市原隼人,5.625731421997186e-08
市村正親,4.3163403379601517e-07
IKKO,0.0
井手上漠,4.840565543796225e-09
伊藤あさひ,0.0027667194884367584
伊藤淳史,0.0
伊藤英明,8.57187819722038e-08
稲垣吾郎,7.374263136100757e-08
稲葉友,1.1612035102430968e-08
犬飼貴丈,1.4643237654158364e-09
井上想良,0.0010391181447588994
井上祐貴,0.0
伊野尾慧,2.6387801891775635e-07
井ノ原快彦,1.6784183320770747e-07
井之脇海,1.7129551444993253e-08
伊原剛志,0.0
伊武雅刀,6.00563551863686e-08
今井翼,7.208214331736809e-08
今田耕司,3.0427789043694315e-07
岩田剛典,8.623991051265072e-05
上田晋也,7.651591216059585e-08
ウエンツ瑛士,5.281514920751681e-08
宇梶剛士,1.741315769978696e-07
内野聖陽,6.940598135886466e-08
内村光良,4.934358416047234e-07
ウド鈴木,2.0400452561379494e-07
梅沢富美男,7.475199733133251e-08
江口洋介,9.885192065652925e-08
柄本明,1.9177883516724088e-07
柄本佑,2.685512783053424e-07
柄本時生,4.96311606333038e-08
遠藤憲一,4.18388725812108e-09
遠藤章造,3.657423860955062e-08
及川光博,1.7621265722496837e-07
大泉洋,4.843301845492497e-07
大倉孝二,0.0
大倉忠義,9.308992807317617e-08
大沢たかお,4.1818473947953104e-08
太田光,6.399752487457742e-07
大谷翔平,2.466943461824249e-07
大谷亮平,0.0
大橋和也,8.05073606179252e-09
大森南朋,3.620508128401272e-08
岡田圭右,0.0
岡田准一,2.1375481222441606e-07
岡田将生,4.175771409275183e-07
岡村隆史,4.060627900575914e-07
岡山天音,2.6914475769307706e-08
奥田瑛二,5.442512772897805e-09
奥平大兼,7.357983841356164e-08
小栗旬,3.794979436882958e-07
小澤征悦,4.905879418845988e-08
織田裕二,6.396111968702741e-08
オダギリジョー,7.139147585817812e-09
音尾琢真,9.332396199187058e-09
尾上松也,0.0
香川照之,2.3979130607663295e-07
柿澤勇人,2.2378057839721305e-08
賀来賢人,2.6905211487383154e-08
角田晃広,2.4428213682240285e-07
筧利夫,2.839744493270561e-07
風間俊介,1.0968891643872411e-07
笠松将,0.0
梶原善,0.0
春日俊彰,2.2428256307258432e-08
カズレーザー,2.0954261758100362e-11
加瀬亮,4.4043940677791385e-08
片岡愛之助,0.0
片桐仁,0.0
片寄涼太,1.4223785898124198e-08
勝地涼,1.2398322969460124e-08
勝俣州和,2.507546232900528e-07
勝村政信,8.882269887196861e-08
加藤浩次,5.036630930848106e-08
加藤清史郎,3.4656503277384696e-08
加藤諒,0.0
香取慎吾,6.486682436131488e-07
要潤,0.0
金子大地,0.0
金子ノブアキ,0.0
川平慈英,9.640672660945594e-08
神尾楓珠,4.6539785805337804e-07
上川隆也,1.6327873209419096e-07
神木隆之介,3.9940177196366087e-07
上地雄輔,5.840076524275774e-08
亀梨和也,5.596713681903453e-07
唐沢寿明,2.5818625900683364e-07
河合郁人,1.8735575219007382e-10
川島明,2.978049213269808e-08
神田正輝,4.736611375187318e-09
カンニング竹山,1.1313651049832786e-07
菊池風磨,4.2275851092680434e-07
岸優太,2.8331860226444164e-08
岸谷五朗,6.399542310700108e-08
岸部一徳,1.594563581575378e-07
北大路欣也,0.0
北村一輝,5.119737311706269e-08
北村匠海,2.2076146264284627e-07
北村有起哉,2.9602398355608843e-08
北山宏光,4.0924663715303256e-08
吉川晃司,1.8819426142011166e-07
木梨憲武,3.866462703721641e-07
木村昴,0.0
木村拓哉,1.1769704853142506e-06
桐谷健太,4.858627976462608e-08
桐山漣,2.1463818369915136e-09
草刈正雄,0.0
草彅剛,1.2477540867651873e-07
くっきー!,4.132033114456404e-08
工藤阿須加,0.0
國村隼,0.0
窪田正孝,6.074009165680578e-09
黒羽麻璃央,1.9399403084042078e-10
桑田佳祐,8.949881661122607e-07
劇団ひとり,1.6994330464830543e-07
ケンドーコバヤシ,1.9558365458044418e-07
小池徹平,5.002059645363542e-10
小泉孝太郎,1.8094773355902255e-07
郷ひろみ,2.3445938560219528e-07
高良健吾,2.649114555922492e-07
国分太一,1.7250666787943236e-07
児嶋一哉,2.0418160609233085e-07
小関裕太,4.933236671001501e-08
小瀧望,6.0281260159257835e-09
小手伸也,0.0
後藤輝基,9.941355176768288e-08
小峠英二,1.0273961015682511e-07
小林薫,1.7284926165452188e-07
小日向文世,4.763156957047945e-08
駒木根葵汰,1.254043981177816e-10
小宮浩信,0.0
小宮璃央,0.0010391181447588986
小籔千豊,1.5832521325252102e-07
今野浩喜,1.0808036707600546e-07
斎藤工,1.1242499139439586e-07
堺正章,6.694886274903031e-08
堺雅人,8.247714620751874e-08
坂上忍,7.431948808691595e-08
坂口健太郎,1.3654132473931163e-07
櫻井海音,1.5517510487419076e-09
櫻井翔,5.35684485884941e-07
桜田通,1.8408892753439293e-09
佐々木蔵之介,9.904623579116566e-08
笹野高史,5.8542539835800356e-08
佐藤寛太,3.560066363241827e-08
佐藤浩市,2.679249749646261e-07
佐藤勝利,4.256305744324265e-08
佐藤二朗,1.2787766134151618e-07
佐藤大樹,0.0
佐藤健,0.0
佐藤隆太,2.2340316169854035e-07
佐野史郎,3.6509936158683186e-10
佐野勇斗,4.032311295776991e-09
澤部佑,6.349339779063777e-08
沢村一樹,7.493633485295753e-09
サンシャイン池崎,3.3806769342330092e-09
椎名桔平,8.099959689914661e-08
ジェシー_(アイドル),1.5995858908783106e-08
重岡大毅,4.603590380520024e-08
志尊淳,1.274746273388131e-07
設楽統,1.9403640401451017e-07
清水尋也,0.0
春風亭昇太,7.543533191180833e-08
城島茂,1.7080623834756522e-07
笑福亭鶴瓶,4.744363386632806e-07
白濱亜嵐,3.9404414600443835e-07
城田優,8.445295851422327e-08
神宮寺勇太,5.479380281626336e-09
陣内孝則,7.753439030168187e-08
陣内智則,3.811805851831595e-07
須賀健太,2.1595590900601139e-07
杉浦太陽,2.6277187119240336e-08
杉野遥亮,4.820436004577348e-07
杉本哲太,0.0
鈴鹿央士,1.001082671311575e-07
鈴木浩介,0.0
鈴木仁,0.0
鈴木伸之,3.2365961920158606e-09
鈴木福,7.427213279952481e-07
鈴木亮平,0.0
菅田将暉,3.5783720789927176e-07
駿河太郎,1.381879962828735e-09
関口メンディー,4.0521695704331615e-07
関根勤,2.4190979748888966e-07
瀬戸康史,1.4848499671980667e-08
曽田陵介,0.0
染谷将太,1.0240339185020125e-08
反町隆史,4.423145417198206e-08
DAIGO,1.0655152290102685e-07
醍醐虎汰朗,0.0
髙嶋政伸,1.4337868782235617e-08
髙嶋政宏,1.0456644783227801e-08
高杉真宙,8.815044165302891e-09
高田純次,1.9725788468298893e-07
高橋一生,1.8643979596605983e-07
髙橋海人,1.3069591590024724e-08
高橋克典,0.0
高橋克実,2.135134940959421e-08
高橋茂雄,1.5008709814109403e-07
高橋英樹,0.0
高橋文哉,5.472043282745341e-08
高橋光臣,0.0
滝藤賢一,3.768564240303074e-09
武井壮,9.320651553192304e-09
竹内涼真,3.081523661988139e-08
武田鉄矢,2.370246462832437e-07
竹中直人,1.9409523006542345e-07
竹野内豊,8.481176884557254e-08
舘ひろし,1.6742408439532565e-07
田中圭,2.0645813971175236e-08
田中卓志,5.6889309487260464e-08
田中直樹,0.0
田中将大,1.360210866433027e-08
田中裕二,0.0
田中要次,0.0
田辺誠一,9.68646388191866e-08
谷原章介,1.440054336205017e-07
玉木宏,2.789312585565674e-07
玉森裕太,1.0295758494123334e-08
玉山鉄二,4.260280880664911e-08
田村淳,8.224375358614298e-09
タモリ,5.811659803715669e-07
知念侑李,2.9975778456975643e-07
千葉雄大,7.01253130242247e-08
千原ジュニア,3.25239412144183e-07
塚地武雅,7.243814963577072e-08
塚本高史,1.1846465964126793e-08
津田寛治,2.4280122538382607e-08
津田健次郎,0.0
土田晃之,2.132710760812809e-07
堤真一,3.2196508658545375e-07
坪倉由幸,2.5971333456237242e-08
妻夫木聡,5.068055722868263e-07
つるの剛士,2.782393645609314e-08
ディーン・フジオカ,1.6903037930578667e-08
出川哲朗,4.7058244306370264e-07
寺島進,1.7089325333842213e-07
寺田心,3.2834185272329256e-08
寺脇康文,1.5559922008408858e-07
でんでん,0.0
堂本光一,7.564557204169668e-08
堂本剛,9.697218626035415e-08
所ジョージ,3.738389931173075e-07
ØMI,0.0
トータス松本,2.47869640300748e-07
戸塚純貴,7.190058779259407e-10
戸次重幸,5.5336665293166885e-09
豊川悦司,1.1379804105982688e-07
内藤剛志,5.44881535434207e-217
中井貴一,2.4140431508880353e-07
中居正広,4.3631944915037185e-07
中尾明慶,1.0125610795202629e-07
中川大志,0.0
長嶋一茂,8.731316171560066e-08
中島健人,7.198985373460321e-08
中島裕翔,5.464123141302735e-07
永瀬正敏,9.674960812555063e-08
永瀬廉,1.4145350378348438e-08
中田圭祐,0.0
仲野太賀,7.315911715346202e-08
中丸雄一,2.504763238364286e-07
中村勘九郎,0.0
中村獅童,0.0
中村俊介,0.0
仲村トオル,0.0
中村倫也,0.0
中村雅俊,6.598841367426767e-08
永山瑛太,2.413403905459443e-07
永山絢斗,7.093602718360289e-08
中山秀征,2.9084939426040764e-07
名倉潤,3.7741575546398774e-08
生瀬勝久,6.344828617409287e-08
成田凌,8.69282713408163e-08
南原清隆,2.6019026600458707e-07
錦織圭,9.502835528795912e-09
西島秀俊,1.9056778721426663e-07
西田敏行,2.7193974410053154e-07
西畑大吾,3.346276364183947e-08
西村まさ彦,9.280030691975528e-09
二宮和也,5.427290140087479e-07
温水洋一,8.39422964542572e-08
野間口徹,0.0
野村周平,2.804256026060785e-08
野村萬斎,0.0
バカリズム,3.5735812173777765e-08
萩原利久,2.2634223554811635e-07
はじめしゃちょー,8.86063412199872e-239
長谷川博己,4.2793520298579666e-07
羽鳥慎一,1.28024154681137e-07
羽生結弦,5.848499915491214e-07
濱正悟,0.0
濱田岳,2.219292706349013e-07
濱田龍臣,0.0
浜田雅功,1.6634465482857503e-07
浜野謙太,6.528714391359024e-08
林修,3.02334508450674e-09
林遣都,2.9890467973942e-08
速水もこみち,0.0
原田泰造,1.3015338827642967e-07
原田龍二,0.0
はるな愛,2.4042497478181287e-08
坂東龍汰,0.0
HIKAKIN,2.3404060030000564e-239
東野幸治,5.403603233649319e-07
東山紀之,2.526087481052648e-07
ビートたけし,1.338215345009496e-06
ビビる大木,1.731617840561088e-07
日村勇紀,1.649273689072618e-08
日向亘,1.1378946290441341e-09
平泉成,0.0
平岡祐太,0.0
平野紫耀,1.4551646245959617e-08
平山浩行,6.709681628362957e-08
ヒロミ,7.041179716231804e-07
吹越満,0.0
福澤朗,9.188091746545884e-08
福士蒼汰,1.3274212458685835e-07
福山雅治,2.5734191610095904e-07
藤井隆,1.0941208387744331e-07
藤井流星,9.224002498826633e-08
藤岡弘、,0.0
藤ヶ谷太輔,4.661951230124619e-08
藤木直人,5.595299924210087e-08
藤森慎吾,0.0
藤原大祐,7.651498590460902e-08
藤原竜也,5.6796163788120856e-08
船越英一郎,4.150284659316955e-08
古川雄輝,5.860770216753984e-09
古川雄大,1.0955844866740105e-07
古田新太,8.825715780650625e-08
古舘伊知郎,3.843704576427094e-07
別所哲也,0.0
星野源,2.2897587879683635e-07
細田佳央太,9.419033680856452e-08
堀内健,2.6834820177797825e-07
本郷奏多,0.0
毎熊克哉,0.0
眞栄田郷敦,3.1059284897117767e-09
前野朋哉,0.0
マキタスポーツ,1.7874687007743222e-07
眞島秀和,0.0
又吉直樹,6.307769171396665e-08
町田啓太,8.257106558606616e-08
松岡修造,1.004881019270997e-07
松岡昌宏,1.6470676129365616e-07
マツコ・デラックス,1.6655640871335254e-07
松坂桃李,6.749211895629097e-08
松重豊,3.6505623115226038e-09
松下洸平,1.1011738163288774e-07
松田翔太,4.4799412494356475e-07
松田龍平,5.038539069978473e-07
松平健,1.3387923524411154e-07
松丸亮吾,0.0
松村北斗,2.559259832428874e-07
松本幸四郎,1.9923020605416053e-08
松本潤,6.174345947289661e-07
松本人志,1.2990324132839288e-06
松山ケンイチ,3.850635038347412e-08
的場浩司,1.0346718281434092e-07
間宮祥太朗,1.4838547615727858e-07
丸山隆平,4.701725456007586e-08
三浦知良,1.995742531509397e-09
三浦翔平,3.88230026290969e-08
三浦貴大,4.252729317068312e-08
三浦友和,1.0454032388375769e-07
水上恒司,2.9232362658082197e-08
水沢林太郎,1.05838318687863e-08
水谷豊,1.6709850161709317e-07
溝端淳平,1.1945268576972465e-08
道枝駿佑,9.950660456504266e-09
光石研,3.3973856280601234e-08
満島真之介,1.9843876042731985e-10
峰竜太,0.0
宮川大輔,0.0
三宅弘城,3.035499725757424e-07
三宅裕司,5.9559584469491687e-08
宮沢氷魚,0.0
宮世琉弥,8.086714854604655e-08
宮根誠司,3.212872493753057e-09
向井理,1.425950572959509e-07
向井康二,1.792414344460903e-08
六平直政,0.0
村上信五,4.861700843934468e-08
村上虹郎,1.695371872861833e-07
ムロツヨシ,1.8973592566835142e-07
恵俊彰,7.399764621001954e-08
目黒蓮,1.4856251721979289e-08
望月歩,0.0
本木雅弘,6.322222749326109e-08
森崎ウィン,0.0
森山未來,1.4165087583866816e-08
柳楽優弥,3.591358650003377e-07
役所広司,1.818324318480473e-07
薬丸裕英,8.74214551731774e-09
矢沢永吉,4.827732573393484e-07
八嶋智人,1.0303135910348764e-07
安田顕,1.9250520510389266e-07
安田章大,4.89448942517987e-08
柳沢慎吾,1.3319161072803377e-07
柳葉敏郎,7.733703792282298e-08
矢部浩之,2.758333805514198e-07
山口智充,3.2032391892046083e-07
山崎育三郎,4.358992824910741e-08
山﨑賢人,8.319072466889237e-08
山崎弘也,9.170934952741745e-08
山里亮太,2.3745457131178836e-08
山下健二郎,8.733166487137419e-05
山下智久,4.790602050073248e-07
山田孝之,4.483457769593038e-07
山田裕貴,0.0
山田涼介,2.342658529730596e-07
山中崇,0.0
山本耕史,1.3417785459362155e-07
矢本悠馬,8.69282713408163e-08
結木滉星,0.002766734186406082
ゆうたろう,0.0
ユースケ・サンタマリア,2.526869177687621e-07
横浜流星,4.792029184267864e-07
横山だいすけ,0.0
横山裕,3.6063944563968314e-08
吉岡秀隆,1.681984934340461e-08
吉沢亮,1.2511105487203905e-07
吉田鋼太郎,1.2177029051223005e-07
吉村崇,9.762219423881077e-09
ラウール_(アイドル),1.7447142051895945e-10
竜星涼,6.829305754776618e-09
リリー・フランキー,6.293638799592173e-08
六角精児,2.32045417547749e-09
若林正恭,6.39428274899003e-08
渡辺いっけい,9.852742538743196e-09
渡邊圭祐,3.085265457856012e-08
渡辺謙,7.865833928124059e-08
渡辺大知,2.190031747969217e-09
渡部篤郎,7.182236356006176e-08
EXIT_(お笑いコンビ),1.2868764097157608e-09
おぎやはぎ,1.5489860340736044e-07
かまいたち_(お笑いコンビ),8.61187927144261e-08
さまぁ〜ず,3.40905679806522e-07
サンドウィッチマン_(お笑いコンビ),3.860326643302793e-07
JO1,0.0
シソンヌ_(お笑いコンビ),3.0521894514628724e-08
霜降り明星,2.7395694023076967e-08
タカアンドトシ,2.146929163049289e-07
千鳥_(お笑いコンビ),2.8679331940612303e-07
チョコレートプラネット,5.601949758793384e-09
ティモンディ,5.657923534846204e-10
ナイツ_(お笑いコンビ),3.20902659623499e-07
錦鯉_(お笑いコンビ),2.4430074969344576e-08
ニューヨーク_(お笑いコンビ),5.442034662589888e-09
博多華丸・大吉,3.41243770127674e-07
