name,人気度変化,知名度変化,スコア,ニュース数,positive数,negative数,202208人気度,202208知名度,202302人気度,202302知名度
田中麗奈,1.0999999999999996,-3.1000000000000014,0,82,0,0,8.3,66.5,9.4,63.4
田辺桃子,0.7999999999999998,1.5999999999999996,0,75,0,0,1.1,6.2,1.9,7.8
田鍋梨々花,0.19999999999999996,2.3,0,54,0,0,0.5,2.5,0.7,4.8
谷まりあ,2.3000000000000007,6.700000000000003,0,196,0,0,7.1,36.5,9.4,43.2
多部未華子,-4.800000000000004,-3.5999999999999943,0,210,0,0,34.7,81.8,29.9,78.2
玉城ティナ,0.9000000000000004,2.8999999999999986,0,156,0,0,4.6,44.4,5.5,47.3
ダレノガレ明美,1.3999999999999995,1.2999999999999972,0,141,0,0,6.7,83.5,8.1,84.8
檀れい,1.3999999999999986,-0.5,0,87,0,0,16.8,73.8,18.2,73.3
壇蜜,-1.6999999999999993,0.5,0,188,0,0,21.2,89.4,19.5,89.9
千秋,2.8999999999999986,1.3999999999999915,0,210,0,0,8.8,88.7,11.7,90.1
知花くらら,0.3999999999999999,-3.6000000000000014,0,51,0,0,3.5,44.1,3.9,40.5
土村芳,-0.19999999999999996,-2.1000000000000005,0,31,0,0,1.8,9.9,1.6,7.8
土屋アンナ,-0.6999999999999993,-1.2000000000000028,0,103,0,0,15.6,89.2,14.9,88
土屋太鳳,-4.399999999999999,-1.3999999999999915,0,180,0,0,26,90.1,21.6,88.7
恒松祐里,2.6999999999999997,2.200000000000001,0,73,0,0,2.1,12.7,4.8,14.9
椿鬼奴,1.1000000000000014,-1.7999999999999972,0,66,0,0,21.2,85,22.3,83.2
鶴田真由,0.0,-0.3999999999999986,0,31,0,0,11.7,57,11.7,56.6
出口夏希,-0.40000000000000013,-0.9000000000000004,0,114,0,0,1.1,3.7,0.7,2.8
寺島しのぶ,5.200000000000001,1.4000000000000057,0,145,0,0,8.1,71.5,13.3,72.9
當真あみ,0.9,8.0,0,149,0,0,0.9,2.1,1.8,10.1
常盤貴子,1.7000000000000028,0.8999999999999915,0,93,0,0,20.4,75.4,22.1,76.3
徳永えり,-0.8999999999999999,-2.6999999999999993,0,72,0,0,2.8,17.9,1.9,15.2
戸田恵梨香,-2.200000000000003,-0.5999999999999943,0,168,0,0,37.2,88,35,87.4
戸田恵子,1.6999999999999993,-0.8999999999999915,0,160,0,0,24.1,78.1,25.8,77.2
戸田菜穂,0.1999999999999993,1.7999999999999972,0,93,0,0,9,47.6,9.2,49.4
富田望生,-0.09999999999999964,-0.6999999999999957,0,63,0,0,10.4,38.4,10.3,37.7
富田靖子,-1.5999999999999996,-2.5,0,73,0,0,9.9,57.5,8.3,55
ともさかりえ,1.4000000000000004,1.0999999999999943,0,95,0,0,8,75.4,9.4,76.5
友近,4.400000000000002,0.3999999999999915,0,103,0,0,23.9,92.9,28.3,93.3
豊嶋花,-0.09999999999999998,0.7000000000000002,0,94,0,0,0.5,4.6,0.4,5.3
トラウデン直美,0.5,-0.30000000000000426,0,76,0,0,4.6,39.6,5.1,39.3
トリンドル玲奈,-0.7000000000000011,-1.0,0,185,0,0,13.8,78.9,13.1,77.9
なえなの,-0.5,4.600000000000001,0,202,0,0,3.2,17.7,2.7,22.3
奈緒,5.0,7.800000000000001,0,210,0,0,8.3,31.3,13.3,39.1
仲里依紗,-0.1999999999999993,1.4000000000000057,0,210,0,0,22.3,71.3,22.1,72.7
長井短,0.0,2.0,0,57,0,0,1.9,19.1,1.9,21.1
中川翔子,-3.1999999999999993,0.09999999999999432,0,210,0,0,31,91.2,27.8,91.3
中越典子,2.2,-2.299999999999997,0,43,0,0,5.1,53.5,7.3,51.2
永作博美,5.699999999999999,0.0,0,130,0,0,22.3,74,28,74
長澤まさみ,-8.700000000000003,-0.6999999999999886,0,203,0,0,50.1,93.1,41.4,92.4
中島セナ,-0.4,0.19999999999999973,0,53,0,0,0.4,3.2,0,3.4
中条あやみ,-2.299999999999997,4.099999999999994,0,180,0,0,23.9,66.2,21.6,70.3
中谷美紀,3.0,2.0,0,161,0,0,19.8,74.5,22.8,76.5
永野芽郁,2.299999999999997,2.299999999999997,0,210,0,0,32.7,74.2,35,76.5
仲間由紀恵,-1.5999999999999979,1.2999999999999972,0,93,0,0,31.7,89,30.1,90.3
中村アン,-0.10000000000000142,1.4000000000000057,0,180,0,0,17.3,64.8,17.2,66.2
中村静香,0.7999999999999998,3.8999999999999986,0,78,0,0,4.2,20,5,23.9
中村ゆり,3.1000000000000005,6.399999999999999,0,147,0,0,5.7,22.1,8.8,28.5
中村ゆりか,-0.4999999999999999,1.5999999999999996,0,62,0,0,1.4,6.4,0.9,8
中山美穂,-0.7000000000000011,1.8000000000000114,0,165,0,0,10.3,76.6,9.6,78.4
夏川結衣,-0.5,-4.100000000000001,0,20,0,0,12,50.1,11.5,46
夏木マリ,3.6999999999999993,0.20000000000000284,0,124,0,0,22.7,81.6,26.4,81.8
夏菜,-1.6999999999999993,-8.399999999999999,0,180,0,0,9.7,61.1,8,52.7
名取裕子,2.6999999999999993,-1.2000000000000028,0,59,0,0,15,71.5,17.7,70.3
菜々緒,1.3000000000000007,-2.3000000000000114,0,210,0,0,26,86.9,27.3,84.6
成海璃子,-0.10000000000000142,-0.29999999999999716,0,37,0,0,8.8,61.9,8.7,61.6
二階堂ふみ,-2.5,0.9000000000000057,0,94,0,0,24.1,80,21.6,80.9
西田尚美,0.40000000000000036,-0.8999999999999986,0,57,0,0,11.5,47.6,11.9,46.7
西野七瀬,-1.9000000000000004,3.1999999999999957,0,190,0,0,15.4,53.6,13.5,56.8
生見愛瑠,3.0,3.700000000000003,0,210,0,0,16.3,63.2,19.3,66.9
萩原みのり,-0.7,-0.09999999999999964,0,22,0,0,0.7,2.8,0,2.7
橋本愛,0.1999999999999993,-1.5,0,186,0,0,7.4,48,7.6,46.5
橋本環奈,0.9000000000000057,0.0,0,210,0,0,34.3,83.5,35.2,83.5
橋本マナミ,0.9000000000000004,0.3999999999999915,0,148,0,0,9.9,72.7,10.8,73.1
長谷川京子,3.0,0.4000000000000057,0,174,0,0,9.2,71.5,12.2,71.9
羽田美智子,-0.5999999999999979,2.1000000000000014,0,72,0,0,17.2,60.9,16.6,63
馬場ふみか,0.5999999999999996,-0.9000000000000021,0,156,0,0,4.4,27.1,5,26.2
濱田マリ,5.9,-0.5,0,57,0,0,13.6,75.4,19.5,74.9
浜辺美波,-3.8000000000000007,1.5999999999999943,0,210,0,0,29.6,70.4,25.8,72
早見あかり,0.0,-0.5,0,84,0,0,5,37.3,5,36.8
原沙知絵,-0.40000000000000036,2.5,0,14,0,0,5,44.6,4.6,47.1
原菜乃華,0.30000000000000004,3.9000000000000004,0,210,0,0,1.8,8.1,2.1,12
原日出子,-1.9000000000000004,0.5,0,59,0,0,8.8,60.4,6.9,60.9
原田知世,0.7000000000000011,0.4000000000000057,0,83,0,0,15.9,68.1,16.6,68.5
原田美枝子,1.3999999999999986,-0.3999999999999986,0,103,0,0,8.3,48,9.7,47.6
波瑠,-2.3000000000000007,-0.4000000000000057,0,210,0,0,29.2,82.7,26.9,82.3
比嘉愛未,0.3000000000000007,2.6000000000000014,0,156,0,0,22.5,59.5,22.8,62.1
樋口可南子,4.3999999999999995,13.999999999999993,0,36,0,0,6.2,56.6,10.6,70.6
ヒコロヒー,4.300000000000001,4.300000000000011,0,210,0,0,12,65.1,16.3,69.4
久本雅美,0.6999999999999993,-1.0999999999999943,0,76,0,0,17.5,93.8,18.2,92.7
平岩紙,-1.4000000000000004,1.2000000000000028,0,69,0,0,8.8,36.5,7.4,37.7
平子理沙,-1.4,-2.0,0,71,0,0,3,50.8,1.6,48.8
平手友梨奈,-3.0,1.7999999999999972,0,136,0,0,11.5,61.2,8.5,63
広末涼子,2.6000000000000014,-0.29999999999999716,0,203,0,0,25.7,91.5,28.3,91.2
広瀬アリス,-4.0,0.5,0,210,0,0,37.3,87.8,33.3,88.3
広瀬すず,3.1999999999999957,-1.4000000000000057,0,210,0,0,32.6,94.5,35.8,93.1
ファーストサマーウイカ,1.0,2.0,0,210,0,0,18.8,72.7,19.8,74.7
笛木優子,-0.09999999999999964,0.5,0,20,0,0,6.5,43,6.4,43.5
深川麻衣,-0.8999999999999999,-0.8999999999999986,0,93,0,0,2.5,9.7,1.6,8.8
深田恭子,-1.2999999999999972,0.20000000000000284,0,183,0,0,34,91.3,32.7,91.5
深津絵里,0.5,-5.199999999999989,0,115,0,0,28,78.1,28.5,72.9
吹石一恵,-0.10000000000000142,-0.20000000000000284,0,18,0,0,11.3,72.2,11.2,72
福地桃子,2.3,1.5999999999999979,0,116,0,0,2.8,21.6,5.1,23.2
福原遥,5.700000000000001,8.899999999999999,0,206,0,0,15.4,44.4,21.1,53.3
福本莉子,0.0,1.3000000000000007,0,130,0,0,3.5,14.5,3.5,15.8
藤田ニコル,-3.4999999999999982,1.4000000000000057,0,210,0,0,18.9,91.5,15.4,92.9
藤田弓子,2.4000000000000004,0.29999999999999716,0,32,0,0,5,58.6,7.4,58.9
藤野涼子,-0.7,-0.5,0,51,0,0,1.4,6.7,0.7,6.2
藤本美貴,3.5,-3.0,0,210,0,0,10.1,72.2,13.6,69.2
藤原さくら,0.0,2.0,0,154,0,0,3.9,21.2,3.9,23.2
藤原紀香,0.7000000000000011,0.29999999999999716,0,191,0,0,11.2,83.4,11.9,83.7
風吹ジュン,2.6000000000000014,1.4000000000000057,0,170,0,0,16.5,68,19.1,69.4
古川琴音,1.3999999999999995,3.400000000000002,0,118,0,0,3.7,17.7,5.1,21.1
古畑星夏,0.5,0.3000000000000007,0,90,0,0,1.1,8,1.6,8.3
フワちゃん,2.799999999999997,0.7999999999999972,0,210,0,0,16.1,95.8,18.9,96.6
ベッキー,0.40000000000000036,1.5,0,179,0,0,11.5,92.7,11.9,94.2
辺見えみり,1.3999999999999995,-0.6000000000000085,0,60,0,0,6.4,74.9,7.8,74.3
北斗晶,1.8999999999999986,-0.5,0,210,0,0,18.6,92.2,20.5,91.7
堀田茜,3.0999999999999996,5.0,0,89,0,0,9.6,46.2,12.7,51.2
堀田真由,1.6000000000000005,2.6000000000000014,0,154,0,0,5.1,25.5,6.7,28.1
ホラン千秋,1.7000000000000028,0.0,0,198,0,0,17.9,87.1,19.6,87.1
堀内敬子,-2.0,-1.5,0,57,0,0,10.1,40.4,8.1,38.9
本上まなみ,-1.0999999999999996,-1.4000000000000057,0,42,0,0,9.6,57.7,8.5,56.3
本田翼,-8.900000000000002,1.5999999999999943,0,210,0,0,34.7,86.5,25.8,88.1
本田望結,-1.9000000000000004,2.5,0,201,0,0,12.9,80.9,11,83.4
前田敦子,0.9000000000000004,-1.0999999999999943,0,203,0,0,9,89.6,9.9,88.5
マギー,-1.0,-1.8999999999999986,0,210,0,0,6,65.8,5,63.9
真木よう子,-2.5,-0.3999999999999915,0,136,0,0,17,72.6,14.5,72.2
蒔田彩珠,0.20000000000000018,-2.8000000000000007,0,82,0,0,1.9,12.9,2.1,10.1
益若つばさ,0.5,-2.0999999999999943,0,160,0,0,5,74.3,5.5,72.2
松たか子,-1.0,0.0,0,175,0,0,36.8,89.9,35.8,89.9
松井愛莉,-0.5,-2.1999999999999993,0,100,0,0,4.6,28.7,4.1,26.5
松井玲奈,-0.20000000000000018,1.2000000000000028,0,131,0,0,6.2,53.5,6,54.7
松岡茉優,1.8000000000000007,3.8000000000000043,0,191,0,0,18.4,61.9,20.2,65.7
松風理咲,-0.2,-0.20000000000000018,0,11,0,0,0.4,2.1,0.2,1.9
松坂慶子,0.7000000000000011,0.09999999999999432,0,75,0,0,13.1,68,13.8,68.1
松下奈緒,-2.6999999999999993,0.9000000000000057,0,91,0,0,23.4,79.1,20.7,80
松下由樹,-3.1000000000000014,-1.5999999999999943,0,60,0,0,26.5,79.5,23.4,77.9
松嶋菜々子,-4.100000000000001,-2.799999999999997,0,143,0,0,37.2,90.6,33.1,87.8
松嶋尚美,0.8000000000000007,0.5,0,66,0,0,8,75.6,8.8,76.1
松島花,-0.40000000000000036,1.1000000000000014,0,66,0,0,3.2,18.2,2.8,19.3
松田聖子,-2.5,1.0999999999999943,0,179,0,0,17,88.5,14.5,89.6
松田るか,-0.9999999999999999,-1.4,0,119,0,0,1.4,4.8,0.4,3.4
松本伊代,1.6999999999999993,1.2999999999999972,0,160,0,0,10.3,84.2,12,85.5
松本穂香,-0.6999999999999993,3.4000000000000057,0,118,0,0,12,47.8,11.3,51.2
松本まりか,0.1999999999999993,5.0,0,192,0,0,12.9,46.7,13.1,51.7
松本若菜,4.1,8.100000000000001,0,210,0,0,5.1,11.7,9.2,19.8
松雪泰子,3.1999999999999993,0.0,0,79,0,0,19.8,70.4,23,70.4
真飛聖,0.5999999999999996,2.8000000000000007,0,85,0,0,4.4,22.5,5,25.3
眞鍋かをり,-0.9000000000000004,1.2000000000000028,0,42,0,0,10.6,76.3,9.7,77.5
真矢ミキ,-0.5999999999999979,-0.29999999999999716,0,70,0,0,23.4,79.8,22.8,79.5
丸山桂里奈,-1.1999999999999993,-1.7999999999999972,0,210,0,0,13.1,88.5,11.9,86.7
萬田久子,-2.5,-1.0,0,72,0,0,10.6,71.3,8.1,70.3
萬波ユカ,0.0,-0.9000000000000004,0,16,0,0,0.5,4.4,0.5,3.5
三浦透子,1.9,4.699999999999999,0,143,0,0,1.1,15.8,3,20.5
見上愛,-0.5,-0.2999999999999998,0,145,0,0,1.2,5.3,0.7,5
水川あさみ,-5.899999999999999,0.7000000000000028,0,146,0,0,23.4,71.7,17.5,72.4
水谷果穂,0.0,2.3,0,61,0,0,0.2,4.4,0.2,6.7
水野真紀,-0.20000000000000018,0.09999999999999432,0,95,0,0,7.3,66.4,7.1,66.5
水野美紀,-0.8999999999999986,-0.8999999999999915,0,105,0,0,20.5,69.6,19.6,68.7
水原希子,-4.1,-1.3999999999999915,0,131,0,0,15.4,77.3,11.3,75.9
光浦靖子,-1.9000000000000004,-1.4000000000000057,0,86,0,0,17.5,89.4,15.6,88
観月ありさ,-1.6000000000000014,-0.6999999999999886,0,136,0,0,19.5,84.1,17.9,83.4
満島ひかり,0.0,0.7999999999999972,0,192,0,0,29.4,76.5,29.4,77.3
三戸なつめ,-0.20000000000000018,-1.0999999999999943,0,48,0,0,2.7,50.8,2.5,49.7
南果歩,0.7999999999999998,-2.0999999999999943,0,61,0,0,7.3,67.6,8.1,65.5
南沙良,0.7000000000000002,2.3000000000000007,0,210,0,0,2.8,11,3.5,13.3
南沢奈央,-0.5,1.7000000000000028,0,44,0,0,4.6,31.9,4.1,33.6
南野陽子,-0.8999999999999986,-0.29999999999999716,0,102,0,0,11.2,76.1,10.3,75.8
美村里江,0.6000000000000005,2.099999999999998,0,60,0,0,5.8,22.3,6.4,24.4
宮﨑あおい,-1.4000000000000021,0.29999999999999716,0,81,0,0,25.3,81.8,23.9,82.1
宮崎美子,4.300000000000001,-0.4000000000000057,0,58,0,0,24.2,88.5,28.5,88.1
宮澤エマ,1.5999999999999996,1.3999999999999986,0,121,0,0,6.5,34.5,8.1,35.9
宮沢りえ,0.8999999999999986,-0.9000000000000057,0,154,0,0,21.6,86,22.5,85.1
宮本信子,-0.5,-1.2000000000000028,0,69,0,0,11.7,51.5,11.2,50.3
宮本茉由,0.09999999999999998,1.4000000000000004,0,91,0,0,0.4,4.1,0.5,5.5
三吉彩花,0.5,-0.19999999999999574,0,116,0,0,4.8,32.4,5.3,32.2
村上佳菜子,-2.6000000000000014,1.4000000000000057,0,129,0,0,13.8,67.1,11.2,68.5
村上知子,7.599999999999998,2.5,0,53,0,0,11.3,91.3,18.9,93.8
室井滋,2.3000000000000007,-0.9000000000000057,0,61,0,0,19.5,79.5,21.8,78.6
MEGUMI,0.8000000000000007,-1.9000000000000057,0,210,0,0,16.5,75.4,17.3,73.5
本仮屋ユイカ,-2.5,-0.20000000000000284,0,154,0,0,12.4,62.1,9.9,61.9
桃井かおり,1.799999999999999,-0.7000000000000028,0,80,0,0,15.9,77.7,17.7,77
百田夏菜子,1.0,4.299999999999997,0,188,0,0,14.2,60.7,15.2,65
森泉,-0.3000000000000007,1.4000000000000057,0,102,0,0,19.1,87.1,18.8,88.5
森絵梨佳,-0.19999999999999996,0.20000000000000018,0,37,0,0,1.8,7.6,1.6,7.8
森七菜,0.10000000000000142,3.700000000000003,0,202,0,0,11.2,52.9,11.3,56.6
森星,2.0999999999999996,2.299999999999997,0,210,0,0,8,53.1,10.1,55.4
森尾由美,-0.40000000000000036,0.29999999999999716,0,77,0,0,13.3,59.5,12.9,59.8
森川葵,-0.7000000000000011,-0.6999999999999993,0,201,0,0,8.8,26.9,8.1,26.2
森口瑤子,0.20000000000000107,-0.6000000000000014,0,61,0,0,9.7,43.4,9.9,42.8
森田想,-0.2,0.20000000000000018,0,33,0,0,0.4,2.5,0.2,2.7
森田望智,-0.30000000000000004,-1.5,0,74,0,0,2.1,8,1.8,6.5
森高千里,-1.4000000000000021,0.7000000000000028,0,139,0,0,22.1,76.6,20.7,77.3
八木莉可子,2.3,5.300000000000001,0,112,0,0,1.8,9.2,4.1,14.5
薬師丸ひろ子,-2.5,-0.7000000000000028,0,63,0,0,25.7,84.8,23.2,84.1
安めぐみ,-0.40000000000000036,-0.20000000000000284,0,59,0,0,11.9,73.5,11.5,73.3
安田成美,0.0,0.0,0,38,0,0,17.2,69.7,17.2,69.7
安田美沙子,-1.799999999999999,-1.4000000000000057,0,153,0,0,10.6,66.7,8.8,65.3
矢田亜希子,0.1999999999999993,-1.2000000000000028,0,142,0,0,16.1,75,16.3,73.8
箭内夢菜,0.2999999999999998,-0.2999999999999998,0,69,0,0,2.5,6,2.8,5.7
柳ゆり菜,-1.1,1.4000000000000004,0,48,0,0,1.8,10.1,0.7,11.5
柳原可奈子,-2.5,-1.2000000000000028,0,48,0,0,22.1,89.7,19.6,88.5
矢作穂香,-0.20000000000000018,0.9000000000000004,0,58,0,0,1.6,6,1.4,6.9
山口紗弥加,0.20000000000000107,0.10000000000000142,0,67,0,0,9.7,44.1,9.9,44.2
山口智子,0.5,-1.5999999999999943,0,83,0,0,31,70.3,31.5,68.7
山口まゆ,0.7,-0.29999999999999893,0,38,0,0,1.1,9.7,1.8,9.4
山口もえ,4.9,1.6000000000000085,0,79,0,0,9.6,84.1,14.5,85.7
山崎静代,0.40000000000000213,-0.7999999999999972,0,80,0,0,18.2,87.3,18.6,86.5
山崎紘菜,2.3,6.0,0,105,0,0,1.2,11.5,3.5,17.5
山下美月,0.7999999999999998,7.200000000000003,0,210,0,0,5,25,5.8,32.2
山田杏奈,1.2000000000000002,1.6000000000000014,0,148,0,0,2.3,12.2,3.5,13.8
山田真歩,0.7,2.0999999999999996,0,50,0,0,1.8,13.1,2.5,15.2
山田優,-1.0,-3.4000000000000057,0,195,0,0,10.4,78.4,9.4,75
山之内すず,-2.5,0.6999999999999886,0,98,0,0,9.4,66.9,6.9,67.6
山本舞香,1.5999999999999996,4.599999999999994,0,210,0,0,9.9,42.7,11.5,47.3
山本美月,-1.4000000000000021,-0.4000000000000057,0,204,0,0,16.6,65,15.2,64.6
YOU,4.100000000000001,-1.2999999999999972,0,210,0,0,21.9,88,26,86.7
優香,-3.0,-0.5999999999999943,0,210,0,0,29.2,84.1,26.2,83.5
優木まおみ,-2.0,-2.6000000000000014,0,98,0,0,9.4,66.5,7.4,63.9
古川優奈,3.8999999999999995,10.300000000000004,0,66,0,0,4.8,52.4,8.7,62.7
ゆりやんレトリィバァ,0.3000000000000007,-0.8999999999999915,0,192,0,0,20.2,90.6,20.5,89.7
余貴美子,-0.1999999999999993,-0.8999999999999986,0,140,0,0,14.7,58.6,14.5,57.7
横澤夏子,1.5999999999999979,-0.3999999999999915,0,146,0,0,21.6,87.1,23.2,86.7
横田真悠,1.0,2.6000000000000014,0,131,0,0,2.7,11.7,3.7,14.3
吉岡里帆,-2.1000000000000014,1.2000000000000028,0,205,0,0,31.3,80.7,29.2,81.9
吉川愛,2.499999999999999,1.4000000000000021,0,177,0,0,6.2,23.4,8.7,24.8
吉田美月喜,-0.4,0.30000000000000004,0,177,0,0,0.4,1.8,0,2.1
吉田羊,-2.299999999999997,-2.0999999999999943,0,210,0,0,37,82.5,34.7,80.4
吉田莉桜,-0.4,-0.20000000000000018,0,53,0,0,0.9,3.7,0.5,3.5
吉高由里子,0.3999999999999986,-0.29999999999999716,0,194,0,0,36.6,83.7,37,83.4
吉谷彩子,0.6999999999999997,6.199999999999999,0,87,0,0,3.2,16.6,3.9,22.8
吉永小百合,-3.6999999999999993,0.20000000000000284,0,87,0,0,32.4,85.5,28.7,85.7
芳根京子,-2.5,-6.599999999999994,0,150,0,0,20.9,61.8,18.4,55.2
与田祐希,-1.2999999999999998,4.200000000000001,0,173,0,0,4.8,13.1,3.5,17.3
米倉涼子,-2.6000000000000014,-1.2999999999999972,0,171,0,0,35.9,95.8,33.3,94.5
米倉れいあ,-0.20000000000000007,1.0999999999999996,0,9,0,0,0.9,3,0.7,4.1
RIKACO,1.5999999999999996,-0.7000000000000028,0,86,0,0,8.8,76.5,10.4,75.8
莉子,0.3999999999999999,1.5999999999999996,0,210,0,0,1.9,8.5,2.3,10.1
りょう,-1.5999999999999979,2.200000000000003,0,210,0,0,21.2,72,19.6,74.2
遼河はるひ,-2.0,-1.5,0,70,0,0,12.4,63.4,10.4,61.9
LiLiCo,2.6000000000000014,-1.5999999999999943,0,87,0,0,20.9,88.3,23.5,86.7
蓮佛美沙子,2.1000000000000005,2.1000000000000014,0,83,0,0,6.7,36.5,8.8,38.6
ローラ,-1.0999999999999979,0.20000000000000284,0,210,0,0,26.4,94.5,25.3,94.7
若月佑美,-0.9000000000000001,-2.1000000000000014,0,105,0,0,2.7,11.3,1.8,9.2
若村麻由美,-0.40000000000000036,-1.0,0,51,0,0,10.8,46.5,10.4,45.5
和久井映見,-3.400000000000002,-3.0,0,44,0,0,21.8,68.1,18.4,65.1
和田アキ子,2.3000000000000007,-0.19999999999998863,0,210,0,0,13.5,98.1,15.8,97.9
渡辺えり,1.4000000000000021,-3.700000000000003,0,205,0,0,17.2,81.8,18.6,78.1
渡辺直美,-1.7000000000000028,-0.20000000000000284,0,210,0,0,40.5,97.7,38.8,97.5
渡辺真起子,0.5,3.0,0,51,0,0,2.5,25.7,3,28.7
渡辺満里奈,1.5999999999999996,0.20000000000000284,0,82,0,0,14,73.6,15.6,73.8
阿佐ヶ谷姉妹,-0.30000000000000426,-1.0,0,97,0,0,41.2,96.8,40.9,95.8
ガンバレルーヤ,2.5,0.5,0,158,0,0,26.9,89.2,29.4,89.7
3時のヒロイン,0.1999999999999993,-0.6000000000000085,0,210,0,0,17.5,82.7,17.7,82.1
ぼる塾,2.0,-0.30000000000001137,0,178,0,0,17.5,78.9,19.5,78.6
